filename,label,source,date,datetime,confidence,redistributed_by_us,notes
69B562CA.JPG,bird,esp32,2026-03-14,2026-03-14T13:29:46,0.53,true,ESP32 garden camera bird image
69B562CB.JPG,bird,esp32,2026-03-14,2026-03-14T13:29:47,0.64,true,ESP32 garden camera bird image
69B562CC.JPG,bird,esp32,2026-03-14,2026-03-14T13:29:48,0.69,true,ESP32 garden camera bird image
69B562CD.JPG,bird,esp32,2026-03-14,2026-03-14T13:29:49,0.53,true,ESP32 garden camera bird image
69B562CE.JPG,bird,esp32,2026-03-14,2026-03-14T13:29:50,0.79,true,ESP32 garden camera bird image
69B562D0.JPG,bird,esp32,2026-03-14,2026-03-14T13:29:52,0.5,true,ESP32 garden camera bird image
69B562D7.JPG,bird,esp32,2026-03-14,2026-03-14T13:29:59,0.66,true,ESP32 garden camera bird image
69B562D9.JPG,bird,esp32,2026-03-14,2026-03-14T13:30:01,0.55,true,ESP32 garden camera bird image
69B562DC.JPG,bird,esp32,2026-03-14,2026-03-14T13:30:04,0.58,true,ESP32 garden camera bird image
69B56309.JPG,bird,esp32,2026-03-14,2026-03-14T13:30:49,0.64,true,ESP32 garden camera bird image
69B5630B.JPG,bird,esp32,2026-03-14,2026-03-14T13:30:51,0.66,true,ESP32 garden camera bird image
69B5630F.JPG,bird,esp32,2026-03-14,2026-03-14T13:30:55,0.53,true,ESP32 garden camera bird image
69B56314.JPG,bird,esp32,2026-03-14,2026-03-14T13:31:00,0.5,true,ESP32 garden camera bird image
69B5652B.JPG,bird,esp32,2026-03-14,2026-03-14T13:39:55,0.61,true,ESP32 garden camera bird image
69B56530.JPG,bird,esp32,2026-03-14,2026-03-14T13:40:00,0.55,true,ESP32 garden camera bird image
69B56559.JPG,bird,esp32,2026-03-14,2026-03-14T13:40:41,0.55,true,ESP32 garden camera bird image
69B5655C.JPG,bird,esp32,2026-03-14,2026-03-14T13:40:44,0.55,true,ESP32 garden camera bird image
69B5656F.JPG,bird,esp32,2026-03-14,2026-03-14T13:41:03,0.5,true,ESP32 garden camera bird image
69B56570.JPG,bird,esp32,2026-03-14,2026-03-14T13:41:04,0.5,true,ESP32 garden camera bird image
69B5657F.JPG,bird,esp32,2026-03-14,2026-03-14T13:41:19,0.5,true,ESP32 garden camera bird image
69B56588.JPG,bird,esp32,2026-03-14,2026-03-14T13:41:28,0.73,true,ESP32 garden camera bird image
69B5659B.JPG,bird,esp32,2026-03-14,2026-03-14T13:41:47,0.55,true,ESP32 garden camera bird image
69B565A6.JPG,bird,esp32,2026-03-14,2026-03-14T13:41:58,0.73,true,ESP32 garden camera bird image
69B565E1.JPG,bird,esp32,2026-03-14,2026-03-14T13:42:57,0.5,true,ESP32 garden camera bird image
69B565E6.JPG,bird,esp32,2026-03-14,2026-03-14T13:43:02,0.69,true,ESP32 garden camera bird image
69B565E9.JPG,bird,esp32,2026-03-14,2026-03-14T13:43:05,0.71,true,ESP32 garden camera bird image
69B56605.JPG,bird,esp32,2026-03-14,2026-03-14T13:43:33,0.64,true,ESP32 garden camera bird image
69B56BDF.JPG,bird,esp32,2026-03-14,2026-03-14T14:08:31,0.53,true,ESP32 garden camera bird image
69B56CEF.JPG,bird,esp32,2026-03-14,2026-03-14T14:13:03,0.53,true,ESP32 garden camera bird image
69B56D06.JPG,bird,esp32,2026-03-14,2026-03-14T14:13:26,0.5,true,ESP32 garden camera bird image
69B56D07.JPG,bird,esp32,2026-03-14,2026-03-14T14:13:27,0.55,true,ESP32 garden camera bird image
69B56D27.JPG,bird,esp32,2026-03-14,2026-03-14T14:13:59,0.64,true,ESP32 garden camera bird image
69B56D28.JPG,bird,esp32,2026-03-14,2026-03-14T14:14:00,0.61,true,ESP32 garden camera bird image
69B56D29.JPG,bird,esp32,2026-03-14,2026-03-14T14:14:01,0.64,true,ESP32 garden camera bird image
69B56D2A.JPG,bird,esp32,2026-03-14,2026-03-14T14:14:02,0.5,true,ESP32 garden camera bird image
69B56D2B.JPG,bird,esp32,2026-03-14,2026-03-14T14:14:03,0.53,true,ESP32 garden camera bird image
69B56D56.JPG,bird,esp32,2026-03-14,2026-03-14T14:14:46,0.61,true,ESP32 garden camera bird image
69B56D5A.JPG,bird,esp32,2026-03-14,2026-03-14T14:14:50,0.66,true,ESP32 garden camera bird image
69B56D6A.JPG,bird,esp32,2026-03-14,2026-03-14T14:15:06,0.5,true,ESP32 garden camera bird image
69B56D6D.JPG,bird,esp32,2026-03-14,2026-03-14T14:15:09,0.53,true,ESP32 garden camera bird image
69B56FC8.JPG,bird,esp32,2026-03-14,2026-03-14T14:25:12,0.53,true,ESP32 garden camera bird image
69B56FD6.JPG,bird,esp32,2026-03-14,2026-03-14T14:25:26,0.55,true,ESP32 garden camera bird image
69B56FD9.JPG,bird,esp32,2026-03-14,2026-03-14T14:25:29,0.61,true,ESP32 garden camera bird image
69B583A1.JPG,bird,esp32,2026-03-14,2026-03-14T15:49:53,0.5,true,ESP32 garden camera bird image
69B6A056.JPG,bird,esp32,2026-03-15,2026-03-15T12:04:38,0.53,true,ESP32 garden camera bird image
69B6AB2F.JPG,bird,esp32,2026-03-15,2026-03-15T12:50:55,0.53,true,ESP32 garden camera bird image
69B6AB63.JPG,bird,esp32,2026-03-15,2026-03-15T12:51:47,0.58,true,ESP32 garden camera bird image
69B6AB73.JPG,bird,esp32,2026-03-15,2026-03-15T12:52:03,0.66,true,ESP32 garden camera bird image
69B6ACB2.JPG,bird,esp32,2026-03-15,2026-03-15T12:57:22,0.61,true,ESP32 garden camera bird image
69B6B329.JPG,bird,esp32,2026-03-15,2026-03-15T13:24:57,0.58,true,ESP32 garden camera bird image
69B6BE1C.JPG,bird,esp32,2026-03-15,2026-03-15T14:11:40,0.58,true,ESP32 garden camera bird image
69B6BE28.JPG,bird,esp32,2026-03-15,2026-03-15T14:11:52,0.53,true,ESP32 garden camera bird image
69B6BE2B.JPG,bird,esp32,2026-03-15,2026-03-15T14:11:55,0.5,true,ESP32 garden camera bird image
69B6C644.JPG,bird,esp32,2026-03-15,2026-03-15T14:46:28,0.53,true,ESP32 garden camera bird image
69B7AB88.JPG,bird,esp32,2026-03-16,2026-03-16T07:04:40,0.5,true,ESP32 garden camera bird image
69B7AEC5.JPG,bird,esp32,2026-03-16,2026-03-16T07:18:29,0.64,true,ESP32 garden camera bird image
69B7AEC6.JPG,bird,esp32,2026-03-16,2026-03-16T07:18:30,0.53,true,ESP32 garden camera bird image
69B7AECC.JPG,bird,esp32,2026-03-16,2026-03-16T07:18:36,0.75,true,ESP32 garden camera bird image
69B7AEE2.JPG,bird,esp32,2026-03-16,2026-03-16T07:18:58,0.69,true,ESP32 garden camera bird image
69B7AEE3.JPG,bird,esp32,2026-03-16,2026-03-16T07:18:59,0.64,true,ESP32 garden camera bird image
69B7AEE4.JPG,bird,esp32,2026-03-16,2026-03-16T07:19:00,0.77,true,ESP32 garden camera bird image
69B7AF0F.JPG,bird,esp32,2026-03-16,2026-03-16T07:19:43,0.53,true,ESP32 garden camera bird image
69B7B04A.JPG,bird,esp32,2026-03-16,2026-03-16T07:24:58,0.71,true,ESP32 garden camera bird image
69B7B04B.JPG,bird,esp32,2026-03-16,2026-03-16T07:24:59,0.55,true,ESP32 garden camera bird image
69B7B05C.JPG,bird,esp32,2026-03-16,2026-03-16T07:25:16,0.79,true,ESP32 garden camera bird image
69B7B05D.JPG,bird,esp32,2026-03-16,2026-03-16T07:25:17,0.84,true,ESP32 garden camera bird image
69B7B05E.JPG,bird,esp32,2026-03-16,2026-03-16T07:25:18,0.66,true,ESP32 garden camera bird image
69B7B07B.JPG,bird,esp32,2026-03-16,2026-03-16T07:25:47,0.61,true,ESP32 garden camera bird image
69B7B07C.JPG,bird,esp32,2026-03-16,2026-03-16T07:25:48,0.79,true,ESP32 garden camera bird image
69B7B07D.JPG,bird,esp32,2026-03-16,2026-03-16T07:25:49,0.83,true,ESP32 garden camera bird image
69B7B696.JPG,bird,esp32,2026-03-16,2026-03-16T07:51:50,0.69,true,ESP32 garden camera bird image
69B7B697.JPG,bird,esp32,2026-03-16,2026-03-16T07:51:51,0.66,true,ESP32 garden camera bird image
69B7B6BA.JPG,bird,esp32,2026-03-16,2026-03-16T07:52:26,0.64,true,ESP32 garden camera bird image
69B7B6BB.JPG,bird,esp32,2026-03-16,2026-03-16T07:52:27,0.61,true,ESP32 garden camera bird image
69B7B6BC.JPG,bird,esp32,2026-03-16,2026-03-16T07:52:28,0.69,true,ESP32 garden camera bird image
69B7B88A.JPG,bird,esp32,2026-03-16,2026-03-16T08:00:10,0.86,true,ESP32 garden camera bird image
69B7BDBA.JPG,bird,esp32,2026-03-16,2026-03-16T08:22:18,0.66,true,ESP32 garden camera bird image
69B7BDBB.JPG,bird,esp32,2026-03-16,2026-03-16T08:22:19,0.61,true,ESP32 garden camera bird image
69B7BF0B.JPG,bird,esp32,2026-03-16,2026-03-16T08:27:55,0.66,true,ESP32 garden camera bird image
69B7BF0C.JPG,bird,esp32,2026-03-16,2026-03-16T08:27:56,0.66,true,ESP32 garden camera bird image
69B7C4A2.JPG,bird,esp32,2026-03-16,2026-03-16T08:51:46,0.55,true,ESP32 garden camera bird image
69B7C4A3.JPG,bird,esp32,2026-03-16,2026-03-16T08:51:47,0.81,true,ESP32 garden camera bird image
69B7C4A4.JPG,bird,esp32,2026-03-16,2026-03-16T08:51:48,0.64,true,ESP32 garden camera bird image
69B7C4A8.JPG,bird,esp32,2026-03-16,2026-03-16T08:51:52,0.87,true,ESP32 garden camera bird image
69B7C4A9.JPG,bird,esp32,2026-03-16,2026-03-16T08:51:53,0.69,true,ESP32 garden camera bird image
69B7C4CD.JPG,bird,esp32,2026-03-16,2026-03-16T08:52:29,0.75,true,ESP32 garden camera bird image
69B7C502.JPG,bird,esp32,2026-03-16,2026-03-16T08:53:22,0.79,true,ESP32 garden camera bird image
69B7C503.JPG,bird,esp32,2026-03-16,2026-03-16T08:53:23,0.77,true,ESP32 garden camera bird image
69B7C514.JPG,bird,esp32,2026-03-16,2026-03-16T08:53:40,0.64,true,ESP32 garden camera bird image
69B7C523.JPG,bird,esp32,2026-03-16,2026-03-16T08:53:55,0.71,true,ESP32 garden camera bird image
69B7C524.JPG,bird,esp32,2026-03-16,2026-03-16T08:53:56,0.69,true,ESP32 garden camera bird image
69B7C525.JPG,bird,esp32,2026-03-16,2026-03-16T08:53:57,0.53,true,ESP32 garden camera bird image
69B7C528.JPG,bird,esp32,2026-03-16,2026-03-16T08:54:00,0.5,true,ESP32 garden camera bird image
69B7C529.JPG,bird,esp32,2026-03-16,2026-03-16T08:54:01,0.53,true,ESP32 garden camera bird image
69B7C52A.JPG,bird,esp32,2026-03-16,2026-03-16T08:54:02,0.64,true,ESP32 garden camera bird image
69B7C533.JPG,bird,esp32,2026-03-16,2026-03-16T08:54:11,0.77,true,ESP32 garden camera bird image
69B7C544.JPG,bird,esp32,2026-03-16,2026-03-16T08:54:28,0.73,true,ESP32 garden camera bird image
69B7C7BC.JPG,bird,esp32,2026-03-16,2026-03-16T09:05:00,0.53,true,ESP32 garden camera bird image
69B7C7BD.JPG,bird,esp32,2026-03-16,2026-03-16T09:05:01,0.58,true,ESP32 garden camera bird image
69B7CCC1.JPG,bird,esp32,2026-03-16,2026-03-16T09:26:25,0.66,true,ESP32 garden camera bird image
69B7CCC4.JPG,bird,esp32,2026-03-16,2026-03-16T09:26:28,0.55,true,ESP32 garden camera bird image
69B7CD23.JPG,bird,esp32,2026-03-16,2026-03-16T09:28:03,0.53,true,ESP32 garden camera bird image
69B7CD34.JPG,bird,esp32,2026-03-16,2026-03-16T09:28:20,0.55,true,ESP32 garden camera bird image
69B7D881.JPG,bird,esp32,2026-03-16,2026-03-16T10:16:33,0.73,true,ESP32 garden camera bird image
69B7D882.JPG,bird,esp32,2026-03-16,2026-03-16T10:16:34,0.64,true,ESP32 garden camera bird image
69B7D883.JPG,bird,esp32,2026-03-16,2026-03-16T10:16:35,0.69,true,ESP32 garden camera bird image
69B7D8BA.JPG,bird,esp32,2026-03-16,2026-03-16T10:17:30,0.71,true,ESP32 garden camera bird image
69B7D8BB.JPG,bird,esp32,2026-03-16,2026-03-16T10:17:31,0.88,true,ESP32 garden camera bird image
69B7D8BC.JPG,bird,esp32,2026-03-16,2026-03-16T10:17:32,0.75,true,ESP32 garden camera bird image
69B7D8CE.JPG,bird,esp32,2026-03-16,2026-03-16T10:17:50,0.58,true,ESP32 garden camera bird image
69B7D8EC.JPG,bird,esp32,2026-03-16,2026-03-16T10:18:20,0.71,true,ESP32 garden camera bird image
69B7D8ED.JPG,bird,esp32,2026-03-16,2026-03-16T10:18:21,0.71,true,ESP32 garden camera bird image
69B7DD21.JPG,bird,esp32,2026-03-16,2026-03-16T10:36:17,0.69,true,ESP32 garden camera bird image
69B7DD65.JPG,bird,esp32,2026-03-16,2026-03-16T10:37:25,0.58,true,ESP32 garden camera bird image
69B7DD66.JPG,bird,esp32,2026-03-16,2026-03-16T10:37:26,0.83,true,ESP32 garden camera bird image
69B7DD67.JPG,bird,esp32,2026-03-16,2026-03-16T10:37:27,0.79,true,ESP32 garden camera bird image
69B7DD78.JPG,bird,esp32,2026-03-16,2026-03-16T10:37:44,0.86,true,ESP32 garden camera bird image
69B7E108.JPG,bird,esp32,2026-03-16,2026-03-16T10:52:56,0.53,true,ESP32 garden camera bird image
69B7E10A.JPG,bird,esp32,2026-03-16,2026-03-16T10:52:58,0.5,true,ESP32 garden camera bird image
69B7E10D.JPG,bird,esp32,2026-03-16,2026-03-16T10:53:01,0.53,true,ESP32 garden camera bird image
69B7E10E.JPG,bird,esp32,2026-03-16,2026-03-16T10:53:02,0.71,true,ESP32 garden camera bird image
69B7E10F.JPG,bird,esp32,2026-03-16,2026-03-16T10:53:03,0.61,true,ESP32 garden camera bird image
69B7E111.JPG,bird,esp32,2026-03-16,2026-03-16T10:53:05,0.58,true,ESP32 garden camera bird image
69B7E112.JPG,bird,esp32,2026-03-16,2026-03-16T10:53:06,0.58,true,ESP32 garden camera bird image
69B7E124.JPG,bird,esp32,2026-03-16,2026-03-16T10:53:24,0.55,true,ESP32 garden camera bird image
69B7E170.JPG,bird,esp32,2026-03-16,2026-03-16T10:54:40,0.53,true,ESP32 garden camera bird image
69B7E7CA.JPG,bird,esp32,2026-03-16,2026-03-16T11:21:46,0.77,true,ESP32 garden camera bird image
69B7EAF4.JPG,bird,esp32,2026-03-16,2026-03-16T11:35:16,0.64,true,ESP32 garden camera bird image
69B7EAFB.JPG,bird,esp32,2026-03-16,2026-03-16T11:35:23,0.71,true,ESP32 garden camera bird image
69B7EAFC.JPG,bird,esp32,2026-03-16,2026-03-16T11:35:24,0.58,true,ESP32 garden camera bird image
69B7EAFD.JPG,bird,esp32,2026-03-16,2026-03-16T11:35:25,0.53,true,ESP32 garden camera bird image
69B7EAFF.JPG,bird,esp32,2026-03-16,2026-03-16T11:35:27,0.61,true,ESP32 garden camera bird image
69B7EB12.JPG,bird,esp32,2026-03-16,2026-03-16T11:35:46,0.64,true,ESP32 garden camera bird image
69B7EB42.JPG,bird,esp32,2026-03-16,2026-03-16T11:36:34,0.55,true,ESP32 garden camera bird image
69B7EBCE.JPG,bird,esp32,2026-03-16,2026-03-16T11:38:54,0.5,true,ESP32 garden camera bird image
69B7EBD7.JPG,bird,esp32,2026-03-16,2026-03-16T11:39:03,0.55,true,ESP32 garden camera bird image
69B7F648.JPG,bird,esp32,2026-03-16,2026-03-16T12:23:36,0.5,true,ESP32 garden camera bird image
69B7F9FD.JPG,bird,esp32,2026-03-16,2026-03-16T12:39:25,0.53,true,ESP32 garden camera bird image
69B7FA2A.JPG,bird,esp32,2026-03-16,2026-03-16T12:40:10,0.5,true,ESP32 garden camera bird image
69B7FA58.JPG,bird,esp32,2026-03-16,2026-03-16T12:40:56,0.55,true,ESP32 garden camera bird image
69B7FA61.JPG,bird,esp32,2026-03-16,2026-03-16T12:41:05,0.66,true,ESP32 garden camera bird image
69B7FAB2.JPG,bird,esp32,2026-03-16,2026-03-16T12:42:26,0.79,true,ESP32 garden camera bird image
69B80A6A.JPG,bird,esp32,2026-03-16,2026-03-16T13:49:30,0.55,true,ESP32 garden camera bird image
69B81E51.JPG,bird,esp32,2026-03-16,2026-03-16T15:14:25,0.61,true,ESP32 garden camera bird image
69B81E75.JPG,bird,esp32,2026-03-16,2026-03-16T15:15:01,0.5,true,ESP32 garden camera bird image
69B27FCD.JPG,not_bird,esp32,2026-03-11,2026-03-11T15:46:18,0.31,true,ESP32 garden camera not-bird image
69B28110.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:02:08,0.86,true,ESP32 garden camera not-bird image
69B28111.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:02:09,0.66,true,ESP32 garden camera not-bird image
69B28112.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:02:10,0.71,true,ESP32 garden camera not-bird image
69B28113.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:02:11,0.64,true,ESP32 garden camera not-bird image
69B28114.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:02:12,0.5,true,ESP32 garden camera not-bird image
69B28115.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:02:13,0.69,true,ESP32 garden camera not-bird image
69B28116.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:02:14,0.64,true,ESP32 garden camera not-bird image
69B28117.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:02:15,0.5,true,ESP32 garden camera not-bird image
69B28118.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:02:16,0.64,true,ESP32 garden camera not-bird image
69B28138.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:02:48,0.64,true,ESP32 garden camera not-bird image
69B28139.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:02:49,0.66,true,ESP32 garden camera not-bird image
69B2813D.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:02:53,0.53,true,ESP32 garden camera not-bird image
69B2813F.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:02:55,0.58,true,ESP32 garden camera not-bird image
69B28144.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:03:00,0.61,true,ESP32 garden camera not-bird image
69B28145.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:03:01,0.5,true,ESP32 garden camera not-bird image
69B28146.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:03:02,0.64,true,ESP32 garden camera not-bird image
69B28148.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:03:04,0.58,true,ESP32 garden camera not-bird image
69B28149.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:03:05,0.77,true,ESP32 garden camera not-bird image
69B2814F.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:03:11,0.75,true,ESP32 garden camera not-bird image
69B28150.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:03:12,0.66,true,ESP32 garden camera not-bird image
69B28152.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:03:14,0.69,true,ESP32 garden camera not-bird image
69B28155.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:03:17,0.66,true,ESP32 garden camera not-bird image
69B28156.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:03:18,0.69,true,ESP32 garden camera not-bird image
69B28158.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:03:20,0.66,true,ESP32 garden camera not-bird image
69B28159.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:03:21,0.79,true,ESP32 garden camera not-bird image
69B2815A.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:03:22,0.73,true,ESP32 garden camera not-bird image
69B28162.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:03:30,0.81,true,ESP32 garden camera not-bird image
69B28163.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:03:31,0.77,true,ESP32 garden camera not-bird image
69B28164.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:03:32,0.89,true,ESP32 garden camera not-bird image
69B28165.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:03:33,0.77,true,ESP32 garden camera not-bird image
69B28166.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:03:34,0.79,true,ESP32 garden camera not-bird image
69B2816C.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:03:40,0.53,true,ESP32 garden camera not-bird image
69B2816D.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:03:41,0.61,true,ESP32 garden camera not-bird image
69B28171.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:03:45,0.66,true,ESP32 garden camera not-bird image
69B28172.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:03:46,0.69,true,ESP32 garden camera not-bird image
69B28173.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:03:47,0.64,true,ESP32 garden camera not-bird image
69B28174.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:03:48,0.79,true,ESP32 garden camera not-bird image
69B28175.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:03:49,0.75,true,ESP32 garden camera not-bird image
69B2817B.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:03:55,0.73,true,ESP32 garden camera not-bird image
69B2817C.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:03:56,0.75,true,ESP32 garden camera not-bird image
69B2817D.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:03:57,0.75,true,ESP32 garden camera not-bird image
69B2817E.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:03:58,0.73,true,ESP32 garden camera not-bird image
69B2817F.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:03:59,0.83,true,ESP32 garden camera not-bird image
69B28185.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:04:05,0.69,true,ESP32 garden camera not-bird image
69B28186.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:04:06,0.66,true,ESP32 garden camera not-bird image
69B28187.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:04:07,0.87,true,ESP32 garden camera not-bird image
69B28188.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:04:08,0.81,true,ESP32 garden camera not-bird image
69B28189.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:04:09,0.77,true,ESP32 garden camera not-bird image
69B2818A.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:04:10,0.73,true,ESP32 garden camera not-bird image
69B28190.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:04:16,0.79,true,ESP32 garden camera not-bird image
69B28191.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:04:17,0.73,true,ESP32 garden camera not-bird image
69B28192.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:04:18,0.75,true,ESP32 garden camera not-bird image
69B28193.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:04:19,0.81,true,ESP32 garden camera not-bird image
69B28194.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:04:20,0.84,true,ESP32 garden camera not-bird image
69B2819A.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:04:26,0.77,true,ESP32 garden camera not-bird image
69B2819B.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:04:27,0.69,true,ESP32 garden camera not-bird image
69B2819C.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:04:28,0.79,true,ESP32 garden camera not-bird image
69B2819D.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:04:29,0.71,true,ESP32 garden camera not-bird image
69B2819E.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:04:30,0.71,true,ESP32 garden camera not-bird image
69B2819F.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:04:31,0.66,true,ESP32 garden camera not-bird image
69B281A5.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:04:37,0.81,true,ESP32 garden camera not-bird image
69B281A6.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:04:38,0.53,true,ESP32 garden camera not-bird image
69B281A7.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:04:39,0.64,true,ESP32 garden camera not-bird image
69B281A8.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:04:40,0.55,true,ESP32 garden camera not-bird image
69B281A9.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:04:41,0.61,true,ESP32 garden camera not-bird image
69B281AA.JPG,not_bird,esp32,2026-03-12,2026-03-12T09:04:42,0.73,true,ESP32 garden camera not-bird image
